Index,Call_1,Call_2,Call_3,Call_4,Call_5,Call_6,Call_7,Call_8,Func_Call_1,Func_Call_2,Func_Call_3,Func_Call_4,Deadlock
8753,3,2,1,3,2,1,3,0,1,2,2,3,
8754,2,0,2,0,0,1,3,3,3,1,2,2,
8755,1,0,2,1,0,1,3,2,2,3,2,1,
8756,1,2,0,0,3,3,3,1,2,2,1,3,
8757,0,0,1,3,1,2,0,2,3,2,2,1,
8758,0,0,2,1,1,2,3,0,3,2,2,1,
8759,0,3,2,2,3,1,0,3,2,1,2,3,
8760,0,1,0,1,1,0,2,2,3,3,2,0,
8761,1,0,3,3,3,2,1,2,1,2,2,3,
8762,0,2,3,2,3,0,0,3,3,0,2,3,
8763,3,1,2,2,1,2,0,1,1,3,3,1,
8764,1,1,2,2,3,2,1,3,0,3,3,2,
8765,3,2,2,1,0,3,0,0,3,1,2,2,
8766,0,3,0,2,1,2,2,1,2,2,3,1,
8767,0,2,1,1,2,3,0,3,2,2,2,2,
8768,1,3,0,3,0,0,1,2,3,2,1,2,
8769,0,0,1,3,2,1,2,2,2,2,3,1,
8770,2,2,0,1,3,0,2,2,2,1,4,1,
8771,2,1,3,1,1,3,2,2,0,3,3,2,
8772,1,2,3,2,3,0,1,3,1,2,2,3,
8773,1,0,2,0,0,3,3,2,3,1,2,2,
8774,3,2,0,0,2,3,1,2,2,1,3,2,
8775,0,3,2,1,1,2,1,0,2,3,2,1,
8776,2,1,0,0,1,3,1,3,2,3,1,2,
8777,2,0,3,1,1,1,1,3,1,4,1,2,
8778,3,3,2,2,0,1,0,3,2,1,2,3,
8779,2,2,0,1,3,1,2,3,1,2,3,2,
8780,2,3,2,0,0,0,3,3,3,0,2,3,
8781,1,1,0,1,0,3,1,2,2,4,1,1,
8782,0,2,3,0,1,1,1,3,2,3,1,2,
8783,2,3,0,1,0,2,2,3,2,1,3,2,
8784,0,3,3,1,1,2,0,0,3,2,1,2,
8785,1,2,3,0,2,3,1,2,1,2,3,2,
8786,1,3,3,0,3,2,0,2,2,1,2,3,
8787,1,0,3,2,0,1,0,0,4,2,1,1,
8788,1,3,1,0,0,0,3,1,3,3,0,2,
8789,2,3,0,0,1,2,2,1,2,2,3,1,
8790,1,3,2,0,3,0,0,2,3,1,2,2,
8791,2,3,1,3,1,2,2,0,1,2,3,2,
8792,2,0,3,1,1,2,1,0,2,3,2,1,
8793,1,2,2,3,0,0,3,1,2,2,2,2,
8794,2,2,0,1,0,3,2,2,2,1,4,1,
8795,1,3,0,3,3,2,2,0,2,1,2,3,
8796,3,0,0,3,1,2,3,2,2,1,2,3,
8797,0,1,0,1,1,0,3,2,3,3,1,1,
8798,0,0,3,1,2,1,0,3,3,2,1,2,
8799,3,3,1,2,0,2,0,1,2,2,2,2,
8800,1,3,2,0,3,1,3,2,1,2,2,3,
8801,2,0,2,3,0,2,1,0,3,1,3,1,
8802,2,0,3,0,3,3,0,1,3,1,1,3,
8803,2,0,2,3,3,3,1,1,1,2,2,3,
8804,0,2,1,2,1,3,3,0,2,2,2,2,
8805,1,3,2,3,0,0,1,1,2,3,1,2,
8806,3,2,1,2,0,1,0,0,3,2,2,1,
8807,2,0,1,0,0,2,2,1,3,2,3,0,
8808,3,3,0,1,2,1,3,2,1,2,2,3,
8809,2,3,3,1,0,0,1,3,2,2,1,3,
8810,0,3,1,2,2,1,3,3,1,2,2,3,
8811,2,2,2,1,3,0,1,2,1,2,4,1,
8812,2,0,1,3,1,3,3,0,2,2,1,3,
8813,0,2,3,3,3,0,2,0,3,0,2,3,
8814,1,0,1,1,2,3,0,3,2,3,1,2,
8815,1,0,3,2,2,3,1,1,1,3,2,2,
8816,1,1,2,2,3,2,3,1,0,3,3,2,
8817,2,1,0,1,3,0,1,2,2,3,2,1,
8818,2,3,2,0,1,2,0,3,2,1,3,2,
8819,0,3,2,3,3,1,0,0,3,1,1,3,
8820,1,1,0,2,0,3,1,3,2,3,1,2,
8821,1,3,0,3,2,0,2,1,2,2,2,2,
8822,0,0,1,1,1,3,0,2,3,3,1,1,
8823,2,0,1,1,3,1,2,0,2,3,2,1,
8824,3,2,1,3,0,0,3,1,2,2,1,3,
8825,3,0,1,1,2,3,0,3,2,2,1,3,
8826,3,2,0,2,1,3,1,1,1,3,2,2,
8827,1,0,1,2,2,2,3,3,1,2,3,2,
8828,0,2,0,2,1,1,3,0,3,2,2,1,
8829,0,0,3,3,3,1,2,1,2,2,1,3,
8830,1,3,2,0,0,0,1,2,3,2,2,1,
8831,1,2,3,2,0,1,2,0,2,2,3,1,
8832,1,3,0,1,3,0,2,2,2,2,2,2,
8833,1,1,2,0,3,2,1,1,1,4,2,1,
8834,1,2,0,2,3,1,1,3,1,3,2,2,
8835,0,3,3,2,2,1,2,3,1,1,3,3,
8836,0,3,2,0,1,1,3,3,2,2,1,3,
8837,2,2,0,3,1,0,1,2,2,2,3,1,
8838,0,1,1,0,2,0,2,1,3,3,2,0,
8839,2,1,2,3,1,2,0,0,2,2,3,1,
8840,2,2,3,3,0,1,2,1,1,2,3,2,
8841,3,2,2,3,0,0,1,2,2,1,3,2,
8842,2,2,1,0,3,0,2,2,2,1,4,1,
8843,0,3,1,2,1,2,0,0,3,2,2,1,
8844,2,2,1,2,3,0,3,1,1,2,3,2,
8845,3,2,1,0,0,0,0,2,4,1,2,1,
8846,1,1,0,3,0,2,3,0,3,2,1,2,
8847,1,2,1,0,2,0,3,1,2,3,2,1,
8848,2,0,1,3,3,1,3,0,2,2,1,3,
8849,2,0,1,2,1,1,3,0,2,3,2,1,
8850,2,2,0,3,3,0,1,2,2,1,3,2,
8851,2,3,2,3,0,1,1,2,1,2,3,2,
8852,1,3,0,1,0,2,1,3,2,3,1,2,
8853,3,1,1,2,1,3,2,3,0,3,2,3,
8854,2,1,2,2,3,0,1,0,2,2,3,1,
8855,1,2,1,3,3,0,2,1,1,3,2,2,
8856,2,3,3,2,0,1,2,1,1,2,3,2,
8857,2,3,1,2,0,1,2,3,1,2,3,2,
8858,0,2,1,1,3,0,3,2,2,2,2,2,
8859,1,3,2,3,3,2,1,1,0,3,2,3,
8860,3,1,1,0,0,2,0,2,3,2,2,1,
8861,2,1,3,0,1,0,2,1,2,3,2,1,
8862,1,3,1,0,0,1,3,3,2,3,0,3,
8863,0,3,2,1,3,2,3,3,1,1,2,4,
8864,2,2,1,0,1,3,0,2,2,2,3,1,
8865,1,0,2,1,3,3,0,2,2,2,2,2,
8866,1,0,2,2,3,1,3,0,2,2,2,2,
8867,0,1,0,3,2,3,3,1,2,2,1,3,
8868,1,3,1,0,2,0,0,1,3,3,1,1,
8869,2,1,2,0,0,2,3,3,2,1,3,2,
8870,3,3,3,2,0,1,2,3,1,1,2,4,
8871,3,1,3,0,2,2,0,1,2,2,2,2,
8872,3,1,1,0,2,3,0,2,2,2,2,2,
8873,1,2,3,2,3,3,1,1,0,3,2,3,
8874,3,1,0,0,1,0,1,3,3,3,0,2,
8875,3,3,2,2,0,2,0,1,2,1,3,2,
8876,3,2,3,0,2,0,1,2,2,1,3,2,
8877,3,3,2,1,2,1,1,2,0,3,3,2,
8878,1,3,2,0,2,2,0,3,2,1,3,2,
8879,3,1,2,0,2,3,1,2,1,2,3,2,
8880,2,3,0,1,1,2,3,0,2,2,2,2,
8881,0,3,1,0,2,1,2,1,2,3,2,1,
8882,0,2,3,1,2,1,1,3,1,3,2,2,
8883,2,1,0,2,1,3,3,0,2,2,2,2,
8884,3,2,1,2,0,3,2,1,1,2,3,2,
8885,0,3,0,1,1,1,2,2,2,3,2,1,
8886,3,0,3,1,2,2,1,3,1,2,2,3,
8887,2,3,1,0,3,1,2,1,1,3,2,2,
8888,3,0,2,3,2,3,1,1,1,2,2,3,
8889,1,2,3,2,3,0,2,3,1,1,3,3,
8890,1,0,1,2,2,3,0,0,3,2,2,1,
8891,2,3,2,1,0,1,3,2,1,2,3,2,
8892,2,0,2,0,0,1,3,2,3,1,3,1,
8893,3,3,2,0,2,1,1,2,1,2,3,2,
8894,1,0,3,1,3,2,1,2,1,3,2,2,
8895,2,1,3,0,3,0,2,1,2,2,2,2,
8896,2,3,0,2,0,1,2,1,2,2,3,1,
8897,2,1,1,2,1,3,2,3,0,3,3,2,
8898,3,3,1,0,2,1,3,1,1,3,1,3,
8899,3,2,1,1,1,3,2,3,0,3,2,3,
8900,0,1,1,3,2,0,3,1,2,3,1,2,
8901,0,3,1,3,3,2,3,0,2,1,1,4,
8902,0,2,1,2,2,1,0,3,2,2,3,1,
8903,0,2,3,3,1,0,2,0,3,1,2,2,
8904,3,1,1,1,2,0,3,2,1,3,2,2,
8905,2,3,1,1,1,1,0,2,1,4,2,1,
8906,2,0,1,1,3,1,3,0,2,3,1,2,
8907,2,1,0,2,0,2,2,3,2,1,4,1,
8908,0,0,3,1,1,2,2,0,3,2,2,1,
8909,1,1,0,1,2,0,1,3,2,4,1,1,
8910,1,0,3,2,2,1,0,0,3,2,2,1,
8911,0,1,3,3,1,2,1,2,1,3,2,2,
8912,3,1,0,2,1,0,3,0,3,2,1,2,
8913,0,3,1,1,3,2,3,0,2,2,1,3,
8914,0,1,2,3,3,2,3,2,1,1,3,3,
8915,0,1,3,0,1,3,1,3,2,3,0,3,
8916,2,0,1,3,3,1,2,0,2,2,2,2,
8917,3,2,1,2,2,1,3,0,1,2,3,2,
8918,2,2,2,3,1,3,0,2,1,1,4,2,
8919,2,1,3,1,3,3,1,2,0,3,2,3,
8920,0,1,2,3,3,2,0,0,3,1,2,2,
8921,1,2,0,0,2,1,1,2,2,3,3,0,
8922,0,1,0,2,3,2,1,0,3,2,2,1,
8923,0,1,1,0,2,3,2,3,2,2,2,2,
8924,0,1,3,2,3,3,0,1,2,2,1,3,
8925,2,2,0,1,1,0,3,3,2,2,2,2,
8926,2,3,2,3,1,1,0,2,1,2,3,2,
8927,2,2,3,1,1,3,2,2,0,2,4,2,
8928,1,3,0,0,0,0,3,2,4,1,1,2,
8929,2,2,0,1,1,0,2,2,2,2,4,0,
8930,0,0,1,2,2,3,2,0,3,1,3,1,
8931,0,0,1,2,3,2,3,1,2,2,2,2,
8932,2,3,2,3,3,1,0,2,1,1,3,3,
8933,1,3,0,2,2,0,3,1,2,2,2,2,
8934,2,0,2,1,1,2,0,0,3,2,3,0,
8935,2,3,0,0,3,2,3,1,2,1,2,3,
8936,3,3,1,0,0,1,3,3,2,2,0,4,
8937,2,0,1,3,1,3,2,2,1,2,3,2,
8938,0,3,2,0,1,0,3,2,3,1,2,2,
8939,0,0,3,2,2,1,2,3,2,1,3,2,
8940,0,2,2,2,3,3,0,1,2,1,3,2,
8941,3,0,0,2,1,1,3,0,3,2,1,2,
8942,2,3,2,1,0,0,3,2,2,1,3,2,
8943,2,2,0,1,0,1,1,3,2,3,2,1,
8944,3,1,0,1,2,2,2,3,1,2,3,2,
8945,3,3,2,1,2,1,1,0,1,3,2,2,
8946,0,3,3,3,3,2,1,0,2,1,1,4,
8947,2,3,3,2,3,0,1,1,1,2,2,3,
8948,0,1,1,2,1,3,2,0,2,3,2,1,
8949,1,3,3,3,0,2,0,1,2,2,1,3,
8950,3,2,0,3,0,1,2,1,2,2,2,2,
8951,3,0,2,1,1,1,3,3,1,3,1,3,
8952,2,1,1,3,0,2,3,1,1,3,2,2,
8953,0,2,1,1,3,3,2,0,2,2,2,2,
8954,1,0,1,2,3,2,0,0,3,2,2,1,
8955,2,0,3,0,1,2,1,1,2,3,2,1,
8956,2,0,0,0,0,3,1,2,4,1,2,1,
8957,0,3,1,1,1,0,3,0,3,3,0,2,
8958,2,3,2,0,3,0,1,2,2,1,3,2,
8959,2,1,2,0,0,0,3,3,3,1,2,2,
8960,0,2,1,1,1,0,2,3,2,3,2,1,
8961,3,3,2,2,1,0,0,3,2,1,2,3,
8962,0,3,0,1,1,0,2,2,3,2,2,1,
8963,3,0,1,1,2,1,2,0,2,3,2,1,
8964,3,1,1,0,0,0,2,1,3,3,1,1,
8965,0,2,0,1,1,3,3,2,2,2,2,2,
8966,1,1,3,3,3,2,2,1,0,3,2,3,
8967,1,3,0,2,3,0,3,0,3,1,1,3,
8968,2,2,0,0,3,0,1,3,3,1,2,2,
8969,1,2,3,3,0,1,0,1,2,3,1,2,
8970,3,0,2,1,0,3,3,0,3,1,1,3,
8971,2,1,3,2,0,2,0,3,2,1,3,2,
8972,3,0,2,0,1,2,1,3,2,2,2,2,
8973,1,0,1,0,3,3,2,1,2,3,1,2,
8974,0,1,1,2,2,0,2,3,2,2,3,1,
8975,3,0,2,2,1,2,3,0,2,1,3,2,
8976,0,3,1,0,3,0,3,1,3,2,0,3,
8977,0,1,3,0,1,3,0,3,3,2,0,3,
8978,0,3,1,3,3,2,2,0,2,1,2,3,
8979,0,2,1,3,1,3,2,1,1,3,2,2,
8980,3,0,1,0,2,2,3,3,2,1,2,3,
8981,3,1,3,2,0,3,2,0,2,1,2,3,
8982,3,1,1,2,2,2,3,1,0,3,3,2,
8983,3,2,3,0,0,1,2,3,2,1,2,3,
8984,0,3,3,2,3,2,1,1,1,2,2,3,
8985,2,1,0,2,3,0,3,0,3,1,2,2,
8986,2,2,2,1,1,0,3,0,2,2,3,1,
8987,2,3,1,0,3,0,3,1,2,2,1,3,
8988,3,1,0,3,0,2,3,1,2,2,1,3,
8989,2,1,0,3,0,2,2,0,3,1,3,1,
8990,0,1,2,3,2,0,1,0,3,2,2,1,
8991,0,1,2,2,1,2,0,3,2,2,3,1,
8992,0,2,0,3,2,0,1,0,4,1,2,1,
8993,3,2,3,1,0,3,2,2,1,1,3,3,
8994,0,1,1,3,2,2,3,0,2,2,2,2,
8995,3,0,2,2,1,3,3,0,2,1,2,3,
8996,2,0,0,3,1,1,3,0,3,2,1,2,
8997,1,2,3,0,2,1,2,2,1,2,4,1,
8998,2,0,3,1,0,1,0,2,3,2,2,1,
8999,0,1,0,3,1,0,3,0,4,2,0,2,
9000,3,0,2,1,2,2,0,3,2,1,3,2,
9001,1,0,1,2,3,1,0,3,2,3,1,2,
9002,0,3,1,2,3,2,2,3,1,1,3,3,
9003,3,2,1,1,0,3,3,0,2,2,1,3,
9004,1,1,0,2,0,2,2,3,2,2,3,1,
9005,1,1,2,1,0,2,1,3,1,4,2,1,
9006,2,0,3,1,3,1,1,2,1,3,2,2,
9007,0,3,0,2,2,2,1,1,2,2,3,1,
9008,3,0,0,3,0,3,2,1,3,1,1,3,
9009,1,1,0,3,0,2,2,1,2,3,2,1,
9010,3,3,1,0,2,1,2,1,1,3,2,2,
9011,3,0,0,1,1,2,3,0,3,2,1,2,
9012,3,0,3,1,0,2,1,2,2,2,2,2,
9013,2,1,2,2,1,2,3,0,1,2,4,1,
9014,2,3,1,2,0,0,0,3,3,1,2,2,
9015,3,0,3,0,0,2,2,1,3,1,2,2,
9016,2,2,3,0,3,1,0,1,2,2,2,2,
9017,2,0,3,0,3,2,0,1,3,1,2,2,
9018,3,3,0,0,2,0,2,1,3,1,2,2,
9019,0,1,3,2,3,2,2,1,1,2,3,2,
9020,3,3,1,2,0,1,2,3,1,2,2,3,
9021,1,0,1,3,0,1,2,2,2,3,2,1,
9022,1,2,1,0,3,3,0,1,2,3,1,2,
9023,3,1,3,0,0,2,1,3,2,2,1,3,
9024,1,2,2,3,2,3,1,0,1,2,3,2,
9025,2,1,2,1,3,3,1,2,0,3,3,2,
9026,1,3,1,0,3,2,0,3,2,2,1,3,
9027,0,3,2,1,2,0,1,2,2,2,3,1,
9028,2,1,3,3,3,3,1,2,0,2,2,4,
9029,3,0,2,0,2,1,1,3,2,2,2,2,
9030,3,0,0,1,0,3,1,3,3,2,0,3,
9031,2,1,0,2,3,3,3,1,1,2,2,3,
9032,1,2,3,2,0,3,1,1,1,3,2,2,
9033,3,0,1,1,2,3,0,2,2,2,2,2,
9034,3,0,1,2,2,2,0,0,3,1,3,1,
9035,2,3,0,1,0,2,3,2,2,1,3,2,
9036,1,2,0,3,0,0,1,2,3,2,2,1,
9037,0,2,3,2,2,1,0,0,3,1,3,1,
9038,3,1,2,3,1,3,1,0,1,3,1,3,
9039,1,2,1,0,0,3,2,1,2,3,2,1,
9040,3,3,1,2,1,2,2,1,0,3,3,2,
9041,0,3,2,2,3,2,1,0,2,1,3,2,
9042,0,0,1,0,2,1,2,3,3,2,2,1,
9043,1,1,0,2,2,0,2,3,2,2,3,1,
9044,3,2,2,0,1,3,0,1,2,2,2,2,
9045,0,1,0,3,1,3,3,0,3,2,0,3,
9046,2,3,0,0,0,0,2,3,4,0,2,2,
9047,1,0,0,1,3,3,2,0,3,2,1,2,
9048,0,0,3,2,2,1,0,1,3,2,2,1,
9049,0,3,1,3,1,0,0,1,3,3,0,2,
9050,2,3,0,1,1,0,1,3,2,3,1,2,
9051,2,1,0,0,1,3,2,3,2,2,2,2,
9052,3,3,0,2,0,2,2,3,2,0,3,3,
9053,0,2,3,1,2,0,1,0,3,2,2,1,
9054,1,1,2,3,2,3,1,0,1,3,2,2,
9055,0,2,3,3,1,1,2,0,2,2,2,2,
9056,1,2,0,1,3,0,3,0,3,2,1,2,
9057,0,1,2,1,1,3,3,2,1,3,2,2,
9058,0,3,2,3,1,0,0,2,3,1,2,2,
9059,3,0,3,0,1,3,2,1,2,2,1,3,
9060,2,3,0,1,0,0,2,3,3,1,2,2,
9061,3,0,2,1,1,3,3,3,1,2,1,4,
9062,2,1,0,2,3,2,1,0,2,2,3,1,
9063,2,1,1,3,1,3,0,2,1,3,2,2,
9064,1,2,0,3,0,3,2,0,3,1,2,2,
9065,0,3,1,2,2,1,3,0,2,2,2,2,
9066,1,0,3,2,2,1,1,0,2,3,2,1,
9067,3,1,0,2,0,3,1,1,2,3,1,2,
9068,3,1,0,3,0,2,2,1,2,2,2,2,
9069,0,1,2,3,1,2,3,2,1,2,3,2,
9070,2,2,1,0,1,0,3,2,2,2,3,1,
9071,1,3,1,0,2,0,3,3,2,2,1,3,
9072,1,0,2,2,0,2,3,1,2,2,3,1,
9073,1,2,3,0,3,3,2,1,1,2,2,3,
9074,0,0,1,3,3,1,2,0,3,2,1,2,
9075,1,0,1,3,3,3,2,0,2,2,1,3,
9076,2,3,0,0,0,0,1,2,4,1,2,1,
9077,0,2,2,1,3,0,1,2,2,2,3,1,
9078,2,2,0,3,0,3,2,2,2,0,4,2,
9079,3,1,3,1,0,2,1,0,2,3,1,2,
9080,3,1,0,1,1,0,1,3,2,4,0,2,
9081,2,2,1,3,0,1,3,1,1,3,2,2,
9082,0,2,2,3,1,3,0,0,3,1,2,2,
9083,0,1,0,0,3,3,2,1,3,2,1,2,
9084,2,1,0,0,0,2,1,3,3,2,2,1,
9085,1,3,3,2,2,0,2,1,1,2,3,2,
9086,2,3,1,0,1,2,0,1,2,3,2,1,
9087,1,0,2,0,2,3,3,2,2,1,3,2,
9088,2,3,1,2,0,0,3,3,2,1,2,3,
9089,3,2,1,2,2,0,3,3,1,1,3,3,
9090,1,3,0,0,3,1,1,3,2,3,0,3,
9091,0,1,1,0,3,3,2,2,2,2,2,2,
9092,1,2,1,0,2,3,3,2,1,2,3,2,
9093,0,0,2,1,3,1,0,0,4,2,1,1,
9094,0,3,3,1,2,0,2,2,2,1,3,2,
9095,3,3,2,3,0,2,3,1,1,1,2,4,
9096,1,0,2,2,2,1,1,3,1,3,3,1,
9097,1,3,2,0,2,2,0,2,2,1,4,1,
9098,1,3,2,1,2,1,1,0,1,4,2,1,
9099,2,0,0,3,1,1,2,2,2,2,3,1,
9100,1,1,2,2,2,3,1,3,0,3,3,2,
9101,0,0,3,2,1,3,1,0,3,2,1,2,
9102,0,0,2,1,2,3,0,2,3,1,3,1,
9103,0,1,2,1,3,3,1,2,1,3,2,2,
9104,0,3,3,3,2,2,1,0,2,1,2,3,
9105,1,1,0,1,3,0,2,2,2,3,2,1,
9106,1,2,2,0,2,3,0,2,2,1,4,1,
9107,0,3,1,1,3,0,0,2,3,2,1,2,
9108,0,0,3,2,3,2,1,3,2,1,2,3,
9109,2,0,3,3,3,3,1,0,2,1,1,4,
9110,0,2,1,3,1,0,2,0,3,2,2,1,
9111,2,1,1,0,0,2,0,2,3,2,3,0,
9112,3,0,2,0,1,3,1,1,2,3,1,2,
9113,3,2,0,2,2,3,3,0,2,0,3,3,
9114,3,2,1,3,1,3,3,2,0,2,2,4,
9115,1,1,0,1,3,2,3,0,2,3,1,2,
9116,2,0,3,2,0,3,1,3,2,1,2,3,
9117,2,1,3,0,0,0,0,2,4,1,2,1,
9118,2,0,1,0,3,2,3,1,2,2,2,2,
9119,3,2,1,2,0,3,0,1,2,2,2,2,
9120,1,0,2,1,2,1,0,3,2,3,2,1,
9121,1,0,2,0,3,1,1,2,2,3,2,1,
9122,1,2,0,3,3,0,2,2,2,1,3,2,
9123,2,1,0,2,3,0,2,0,3,1,3,1,
9124,2,1,3,1,3,2,1,3,0,3,2,3,
9125,2,0,3,1,1,2,0,0,3,2,2,1,
9126,3,2,0,2,0,0,2,3,3,0,3,2,
9127,3,2,0,3,2,3,3,0,2,0,2,4,
9128,3,1,3,3,2,0,1,0,2,2,1,3,
9129,1,3,2,1,3,1,0,2,1,3,2,2,
9130,1,0,3,0,2,3,1,2,2,2,2,2,
9131,0,0,1,1,1,3,3,0,3,3,0,2,
9132,0,1,1,0,2,2,3,3,2,2,2,2,
9133,2,0,2,2,0,2,1,3,2,1,4,1,
9134,3,2,1,0,0,3,2,1,2,2,2,2,
9135,0,2,1,3,3,0,0,0,4,1,1,2,
9136,1,2,1,0,2,1,3,3,1,3,2,2,
9137,2,2,0,0,1,3,3,2,2,1,3,2,
9138,0,0,1,0,2,1,0,3,4,2,1,1,
9139,1,3,3,0,0,2,0,1,3,2,1,2,
9140,3,0,3,0,2,3,1,1,2,2,1,3,
9141,2,3,1,0,0,1,3,3,2,2,1,3,
9142,1,2,0,3,0,1,3,0,3,2,1,2,
9143,1,2,1,3,2,1,0,0,2,3,2,1,
9144,3,2,0,1,2,0,1,0,3,2,2,1,
9145,3,1,1,2,0,2,0,1,2,3,2,1,
9146,3,1,1,0,2,3,2,3,1,2,2,3,
9147,2,1,3,3,3,3,0,1,1,2,1,4,
9148,2,2,1,3,1,0,3,2,1,2,3,2,
9149,0,3,0,0,3,2,2,1,3,1,2,2,
9150,0,1,1,0,2,2,0,3,3,2,2,1,
9151,1,0,1,0,2,1,0,2,3,3,2,0,
9152,2,2,3,3,1,0,1,2,1,2,3,2,
9153,1,1,0,0,3,0,2,3,3,2,1,2,
9154,0,1,1,3,3,0,3,0,3,2,0,3,
9155,3,2,3,3,0,0,2,1,2,1,2,3,
9156,2,1,3,2,1,3,1,3,0,3,2,3,
9157,1,0,2,1,3,3,1,0,2,3,1,2,
9158,3,1,3,0,1,3,2,2,1,2,2,3,
9159,0,3,1,0,3,0,0,1,4,2,0,2,
9160,0,0,2,3,1,2,3,1,2,2,2,2,
9161,0,0,2,1,2,3,1,2,2,2,3,1,
9162,3,2,0,0,1,1,2,1,2,3,2,1,
9163,2,3,2,0,3,0,0,1,3,1,2,2,
9164,0,3,1,3,2,1,3,0,2,2,1,3,
9165,1,0,3,2,3,3,1,1,1,3,1,3,
9166,1,1,3,2,2,3,1,3,0,3,2,3,
9167,0,1,2,3,3,3,0,2,2,1,2,3,
9168,3,3,1,0,1,0,0,1,3,3,0,2,
9169,2,1,3,1,0,3,1,0,2,3,1,2,
9170,1,0,2,2,2,1,1,0,2,3,3,0,
9171,3,2,1,2,2,0,3,1,1,2,3,2,
9172,3,1,0,1,1,3,3,2,1,3,1,3,
9173,3,3,2,0,0,1,0,1,3,2,1,2,
9174,3,2,1,0,1,3,2,1,1,3,2,2,
9175,0,1,2,2,3,0,0,1,3,2,2,1,
9176,2,0,2,1,0,3,3,2,2,1,3,2,
9177,0,1,2,2,2,0,3,0,3,1,3,1,
9178,1,1,2,2,2,3,0,1,1,3,3,1,
9179,3,1,1,2,1,2,3,3,0,3,2,3,
9180,1,3,3,0,0,2,1,2,2,2,2,2,
9181,1,1,2,0,3,2,3,3,1,2,2,3,
9182,2,2,3,0,3,0,1,1,2,2,2,2,
9183,1,0,2,0,0,3,0,1,4,2,1,1,
9184,2,1,3,0,3,2,2,1,1,2,3,2,
9185,3,2,1,2,0,1,3,3,1,2,2,3,
9186,2,0,3,2,3,3,0,0,3,0,2,3,
9187,3,1,1,1,1,0,2,3,1,4,1,2,
9188,2,2,3,3,1,3,1,2,0,2,3,3,
9189,0,0,3,2,1,3,0,3,3,1,1,3,
9190,1,1,3,3,3,2,0,1,1,3,1,3,
9191,0,1,3,2,1,2,0,0,3,2,2,1,
9192,0,1,3,3,1,0,2,1,2,3,1,2,
9193,0,0,3,3,3,1,2,0,3,1,1,3,
9194,1,2,3,1,2,1,2,3,0,3,3,2,
9195,2,0,0,3,0,2,1,2,3,1,3,1,
9196,0,3,3,0,2,2,1,3,2,1,2,3,
9197,3,3,0,0,1,2,1,3,2,2,1,3,
9198,2,1,3,2,0,2,0,1,2,2,3,1,
9199,0,2,3,0,2,1,1,3,2,2,2,2,
9200,0,3,1,1,3,1,3,0,2,3,0,3,
9201,3,2,1,3,2,0,0,1,2,2,2,2,
9202,2,3,0,1,3,0,3,3,2,1,1,4,
9203,0,2,2,3,2,0,3,0,3,0,3,2,
9204,0,3,2,1,1,2,0,3,2,2,2,2,
9205,2,1,2,3,1,3,3,2,0,2,3,3,
9206,2,0,3,0,1,3,0,2,3,1,2,2,
9207,2,2,0,3,3,1,1,0,2,2,2,2,
9208,3,3,0,0,2,1,1,3,2,2,1,3,
9209,2,1,1,3,1,0,3,1,1,4,1,2,
9210,1,3,0,2,3,1,3,0,2,2,1,3,
9211,1,2,3,2,2,3,2,1,0,2,4,2,
9212,2,0,0,1,0,3,1,0,4,2,1,1,
9213,2,1,2,1,1,3,3,2,0,3,3,2,
9214,2,1,1,0,0,3,0,3,3,2,1,2,
9215,0,0,3,3,3,2,0,2,3,0,2,3,
9216,1,1,0,2,2,0,1,3,2,3,2,1,
9217,0,0,3,1,2,1,0,0,4,2,1,1,
9218,3,0,3,2,2,2,1,3,1,1,3,3,
9219,1,3,3,2,0,1,2,1,1,3,2,2,
9220,0,2,0,0,2,0,3,1,4,1,2,1,
9221,2,1,0,2,0,2,3,3,2,1,3,2,
9222,3,0,2,1,0,2,0,0,4,1,2,1,
9223,1,2,2,0,0,0,3,3,3,1,2,2,
9224,3,1,0,1,2,2,2,0,2,2,3,1,
9225,2,3,3,3,3,1,0,2,1,1,2,4,
9226,0,0,3,1,2,3,2,2,2,1,3,2,
9227,2,3,0,1,0,0,3,0,4,1,1,2,
9228,0,0,2,1,3,1,3,3,2,2,1,3,
9229,0,1,2,3,3,2,1,1,1,3,2,2,
9230,0,1,3,1,2,3,1,2,1,3,2,2,
9231,2,2,1,1,3,1,3,2,0,3,3,2,
9232,1,2,0,1,3,1,1,2,1,4,2,1,
9233,3,2,1,2,1,0,3,3,1,2,2,3,
9234,3,2,3,0,2,1,0,3,2,1,2,3,
9235,0,3,1,0,1,1,0,3,3,3,0,2,
9236,0,1,0,2,1,2,2,0,3,2,3,0,
9237,0,0,1,1,2,3,2,3,2,2,2,2,
9238,2,1,3,2,3,3,1,0,1,2,2,3,
9239,1,3,0,1,2,1,3,0,2,3,1,2,
9240,0,0,1,3,2,3,2,2,2,1,3,2,
9241,0,1,0,0,2,2,3,1,3,2,2,1,
9242,3,0,3,3,2,1,1,0,2,2,1,3,
9243,0,3,2,3,3,0,3,2,2,0,2,4,
9244,2,3,1,3,0,1,2,0,2,2,2,2,
9245,1,2,3,0,2,1,1,1,1,4,2,1,
9246,0,2,1,3,1,1,2,2,1,3,3,1,
9247,0,2,1,3,3,3,2,1,1,2,2,3,
9248,1,0,3,0,3,1,2,3,2,2,1,3,
9249,3,2,3,2,1,0,0,3,2,1,2,3,
